Colonic Neoplasms	Heart Failure	Lung Neoplasms	Neoplasms	Breast Neoplasms	Muscular Disorders, Atrophic	Carcinoma, Hepatocellular	Myotonic Dystrophy	Pancreatic Neoplasms	Prostatic Neoplasms	Stomach Neoplasms	Arrhythmias, Cardiac	Cardiomyopathy, Hypertrophic	Coronary Artery Disease	Musculoskeletal Abnormalities	Heart Defects, Congenital	Hepatitis	Hepatitis C	Lipid Metabolism Disorders	Dermatitis, Atopic	Leukemia, B-Cell	Ovarian Neoplasms	Precursor B-Cell Lymphoblastic Leukemia-Lymphoma	Psoriasis	Uterine Cervical Neoplasms	Hepatitis, Chronic	Thyroid Neoplasms	Urinary Bladder Neoplasms	Long QT Syndrome	Parkinson Disease	Fragile X Syndrome	Cholangiocarcinoma	Colorectal Neoplasms	Obesity	Leukemia, Lymphocytic, Chronic, B-Cell	Asthma	Polycythemia Vera	Burkitt Lymphoma	Down Syndrome	Hodgkin Disease	Lymphoma, B-Cell	Lymphoma, Large B-Cell, Diffuse	Renal Insufficiency	Leukemia	Lymphoma	Lymphoma, Mantle-Cell	Multiple Myeloma	Pituitary Neoplasms	Autoimmune Diseases	Lymphoproliferative Disorders	Hematologic Neoplasms	Leukemia, Promyelocytic, Acute	Endomyocardial Fibrosis	Hypertrophy	Brain Neoplasms	Focal Epithelial Hyperplasia	Glioblastoma	Heart Diseases	Tourette Syndrome	Acquired Immunodeficiency Syndrome	RNA Virus Infections	Neuroblastoma	Neoplasms, Germ Cell and Embryonal	Testicular Neoplasms	Diabetes Mellitus	Alzheimer Disease	Nasopharyngeal Neoplasms	Retinal Neovascularization	Leukemia, Myeloid, Acute	Hamartoma Syndrome, Multiple	Eczema	Melanoma	Myeloproliferative Disorders	Liver Diseases, Alcoholic	ACTH-Secreting Pituitary Adenoma	Precursor Cell Lymphoblastic Leukemia-Lymphoma	Astrocytoma	Barrett Esophagus	Carcinoma, Renal Cell	Leukemia, Myeloid, Chronic-Phase	Liver Cirrhosis	Diabetic Nephropathies	Carcinoma, Embryonal	Adenocarcinoma	Endometriosis	Esophageal Neoplasms	Dementia	Digestive System Neoplasms	Gastrointestinal Neoplasms	Glioma	Myocardial Infarction	Myocardial Ischemia	Myocardial Reperfusion Injury	Head and Neck Neoplasms	Reperfusion Injury	Hepatitis B	Hyperglycemia	Leukemia, Myeloid	Cardiomegaly	Carcinoma, Ductal, Breast	Sarcoma, Kaposi	Lupus Vulgaris	Marek Disease	Medulloblastoma	Muscular Dystrophies	Myelodysplastic Syndromes	Cardiomyopathies	Carotid Artery Diseases	Azoospermia	Carcinoma, Non-Small-Cell Lung	Hearing Loss	Carcinoma, Squamous Cell	Osteoarthritis	Diabetes Mellitus, Type 2	Cerebellar Neoplasms	Salivary Gland Neoplasms	Polycystic Kidney Diseases	Liver Diseases	Pre-Eclampsia	Lymphoma, Primary Effusion	Adrenocortical Carcinoma	Neurodegenerative Diseases	Rectal Neoplasms	Retinal Degeneration	Rhabdomyosarcoma	Arthritis, Rheumatoid	Neutropenia	Skin Neoplasms	Hypertension	Tongue Neoplasms	Leukemia-Lymphoma, Adult T-Cell	Waldenstrom Macroglobulinemia	Cocaine-Related Disorders	Cerebral Hemorrhage	Arthritis	Prion Diseases	Meningioma	Stroke	Osteosarcoma	Atherosclerosis	Inflammation	Liver Neoplasms	Glomerulonephritis, IGA	Granulosa Cell Tumor	Colorectal Neoplasms, Hereditary Nonpolyposis	Carcinoma	Choriocarcinoma	Ischemia	Mouth Neoplasms	Sepsis	Cystitis, Interstitial	Retinoblastoma	Multiple Sclerosis	Acute Coronary Syndrome	Metabolic Diseases	Chlamydia Infections	Amyotrophic Lateral Sclerosis	Schistosomiasis	Adrenocortical Adenoma	Hepatitis C, Chronic	Vascular Diseases	Nephrosclerosis	Adrenal Cortex Neoplasms	Wounds and Injuries	Arthritis, Psoriatic	Hepatoblastoma	Pain	Atrophy	Cholesteatoma	Eclampsia	Lymphoma, Extranodal NK-T-Cell	Leiomyosarcoma	Fatty Liver	Adenoma	Spinal Cord Injuries	Adenoviridae Infections	Lymphoma, Large-Cell, Anaplastic	Toxoplasmosis	Chordoma	Distal Myopathies	Lupus Nephritis	Leukemia, Biphenotypic, Acute	Central Nervous System Diseases	HIV Infections	Colitis, Ulcerative	Lymphoma, T-Cell	Hypertrophy, Left Ventricular	Mesothelioma	Alopecia	Irritable Bowel Syndrome	Endometrial Neoplasms	Chondrodysplasia Punctata	Precursor T-Cell Lymphoblastic Leukemia-Lymphoma	Cardiomyopathy, Dilated	Fibrosis	Muscular Dystrophy, Facioscapulohumeral	Cardiovascular Diseases	Kidney Neoplasms	Pulmonary Fibrosis	Laryngeal Neoplasms	Aortic Valve Insufficiency	Aortic Valve Stenosis	Neuroma, Acoustic	Myocarditis	Scleroderma, Systemic	Scleroderma, Localized	Sarcoma, Synovial	Brain Injuries	Neurilemmoma	Lupus Erythematosus, Systemic	Nevus, Pigmented	AIDS Dementia Complex	Hemangioma	Muscular Dystrophy, Duchenne	Sarcoma	Neoplasms, Squamous Cell	Periodontal Diseases	Mastocytosis, Systemic	Crohn Disease	Cystic Fibrosis	Cervical Intraepithelial Neoplasia	Aortic Aneurysm, Thoracic	Diabetic Retinopathy	Tuberculosis, Pulmonary	Liver Failure	Mycosis Fungoides	Liposarcoma	Myopia	Huntington Disease	Radiation Injuries	Neurofibromatosis 2	Sjogren's Syndrome	Leukemia, Myelogenous, Chronic, BCR-ABL Positive	Sezary Syndrome	Cerebral Infarction	Gout	Pulmonary Disease, Chronic Obstructive	Infertility, Male	Hepatitis B, Chronic	Carcinoma, Small Cell	Encephalomyelitis, Autoimmune, Experimental	Abortion, Habitual	Antiphospholipid Syndrome	Kidney Failure, Chronic	Supranuclear Palsy, Progressive	Amyloidosis	Biliary Tract Neoplasms	Osteoporosis	Gastritis, Atrophic	Colitis	Fatty Liver, Alcoholic	Fibrosarcoma	Periodontitis	Carcinoma, Ehrlich Tumor	Pemphigus, Benign Familial	Anemia, Sickle Cell	Pulmonary Embolism	Lichen Planus, Oral	Angina, Unstable	Carcinoma, Endometrioid	Keratoconus	Intellectual Disability	Frontotemporal Lobar Degeneration	Creutzfeldt-Jakob Syndrome	Gerstmann-Straussler-Scheinker Disease	Anus Neoplasms	Small Cell Lung Carcinoma	Ependymoma	Diabetes Mellitus, Type 1	Nasal Polyps	Influenza, Human	Hand, Foot and Mouth Disease	Kidney Diseases	Eye Abnormalities	Biliary Atresia	Rhinitis, Allergic, Perennial	Pheochromocytoma	Leprosy	Fanconi Anemia	Glomerulonephritis	Hypopharyngeal Neoplasms	Giant Cell Tumors	Cataract	Lymphoma, Non-Hodgkin	Aortic Aneurysm, Abdominal	Keloid	Burns	Prolactinoma	Hypoxia-Ischemia, Brain	Liver Cirrhosis, Biliary	Hemangiosarcoma	Carcinoma, Basal Cell	Eosinophilic Esophagitis	Pregnancy, Ectopic	Albuminuria	Atrial Fibrillation	Graft vs Host Disease	Myositis Ossificans	Multiple Endocrine Neoplasia Type 1	Sarcoma, Ewing	Dyspepsia	Leiomyoma	Graves Disease	Osteolysis	Lung Diseases, Interstitial	Demyelinating Diseases	Hyperlipidemias	Moyamoya Disease	Odontogenic Tumors	Nerve Sheath Neoplasms	Leukoplakia, Oral	Dyslipidemias	Behcet Syndrome	Brain Ischemia	Intracranial Aneurysm	Inflammatory Bowel Diseases	Carcinoma, Neuroendocrine	Nervous System Diseases	Acute Lung Injury	Neoplasms, Glandular and Epithelial	Myasthenia Gravis	Stomach Diseases	Cicatrix	Diabetes Complications	Oligodendroglioma	Vascular Calcification	Lung Diseases	Vitiligo
hsa-let-7a-1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7a-2	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7a-3	1	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7b	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7c	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7d	1	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7e	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7f-1	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7f-2	1	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-let-7g	1	0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
